,Instance Size,Fitness Nature,Time Nature,Fitness Greedy,Time Greedy
212,1000,0.758375,19.817957162857056,0.7498075,0.07942056655883789
213,1000,0.7572375,19.903337955474854,0.7501424999999999,0.07914876937866211
214,1000,0.758215,19.978482723236084,0.7488349999999999,0.07948040962219238
215,1000,0.7582975000000001,19.870723009109497,0.750415,0.07925105094909668
216,1000,0.75734,19.8404061794281,0.7495324999999999,0.07936358451843262
217,1000,0.75708,19.98858332633972,0.7491975,0.07959127426147461
218,1000,0.75809,19.986751794815063,0.750715,0.07929801940917969
219,1000,0.758175,20.122435092926025,0.750475,0.07920217514038086
220,1000,0.7585325,19.9413902759552,0.74971,0.08300566673278809
221,1000,0.758475,20.133298635482788,0.750235,0.07911515235900879
222,1000,0.7580375,20.003010272979736,0.7504325000000001,0.07924032211303711
223,1000,0.7581825,20.181278228759766,0.7503425,0.07934904098510742
224,1000,0.757275,19.859135389328003,0.7505625,0.07979869842529297
225,1000,0.7576625,20.05942988395691,0.7499724999999999,0.0798797607421875
226,1000,0.7571924999999999,19.929852962493896,0.7496925,0.07957148551940918
227,1000,0.758005,19.948424100875854,0.7501424999999999,0.07938838005065918
228,1000,0.75942,19.981650590896606,0.7502800000000001,0.07894635200500488
229,1000,0.7574825000000001,19.960957765579224,0.75124,0.07982802391052246
230,1000,0.757615,20.036353826522827,0.7503625,0.07924747467041016
231,1000,0.7576375,20.078176498413086,0.7504725,0.07906079292297363
232,1000,0.75896,20.019530773162842,0.75074,0.07938933372497559
233,1000,0.7576,19.997905015945435,0.7509925,0.07933521270751953
234,1000,0.7559325,19.89174175262451,0.7500625,0.07920050621032715
235,1000,0.7586475,20.045835733413696,0.74899,0.07928895950317383
236,1000,0.7575675,19.9387149810791,0.7498275,0.0796515941619873
237,1000,0.7573475000000001,20.04501461982727,0.75059,0.07918286323547363
238,1000,0.75832,19.966142416000366,0.7499525,0.08054327964782715
239,1000,0.75814,19.771888256072998,0.7504850000000001,0.07965254783630371
